customerID,churn_real,churn_predicho,probabilidad_churn,Contract,MonthlyCharges,tenure,segmento_riesgo
3594-IVHJZ,0,1.0,0.4238307510940694,Month-to-month,20.45,2,Medio
3594-UVONA,1,0.0,0.21037337311889293,One year,85.95,35,Bajo
3597-MVHJT,0,1.0,0.7972320744201706,Month-to-month,95.6,27,Alto
3604-WLABM,0,1.0,0.43741788909308654,Month-to-month,54.25,10,Medio
3612-YVGSJ,0,0.0,0.03138662037555262,Two year,24.45,71,Bajo
3617-XLSGQ,0,0.0,0.2060150996389487,Two year,109.25,66,Bajo
3620-EHIMZ,0,0.0,0.036385014870519816,Two year,19.35,52,Bajo
3627-FCRDW,1,1.0,0.7551924705456273,Month-to-month,71.0,9,Alto
3640-PHQXK,1,1.0,0.760925303607377,Month-to-month,89.9,31,Alto
3646-ITDGM,0,0.0,0.03641934286881876,Two year,19.7,56,Bajo
3649-JPUGY,0,0.0,0.11632993689747606,Two year,88.6,72,Bajo
3653-NCRDJ,0,0.0,0.056121798210581275,One year,19.2,43,Bajo
3654-ARMGP,0,0.0,0.11715312645268938,Two year,88.65,61,Bajo
3662-FXJFO,0,0.0,0.05803607583271064,Two year,20.5,54,Bajo
3668-QPYBK,1,1.0,0.6009125291259345,Month-to-month,53.85,2,Medio
3677-IYRBF,1,1.0,0.8525999504416528,Month-to-month,30.4,2,Alto
3682-YEUWS,0,0.0,0.34703258472804976,Month-to-month,24.4,10,Bajo
3689-MOZGR,0,1.0,0.4558746535566788,Month-to-month,31.2,29,Medio
3694-GLTJM,0,0.0,0.34792832165753573,Month-to-month,19.65,5,Bajo
3696-DFHHB,0,0.0,0.028523306129042192,Two year,25.5,68,Bajo
3703-KBKZP,0,1.0,0.817640060556562,Month-to-month,74.45,16,Alto
3704-IEAXF,0,0.0,0.0791771717117169,Two year,53.65,72,Bajo
3707-LRWZD,1,1.0,0.5478060527508752,One year,84.05,32,Medio
3716-BDVDB,1,1.0,0.8586430363539185,Month-to-month,69.1,1,Alto
3717-OFRTN,0,0.0,0.34702716271180856,Month-to-month,19.75,1,Bajo
3720-DBRWL,0,0.0,0.13368289410255374,Two year,83.85,51,Bajo
3721-CNEYS,1,1.0,0.8482759417482583,Month-to-month,70.95,2,Alto
3721-CNZHX,0,0.0,0.15854128530486278,One year,19.8,15,Bajo
3721-WKIIL,0,0.0,0.16304232426444754,Two year,19.6,27,Bajo
3722-WPXTK,1,1.0,0.9178966154935008,Month-to-month,88.35,1,Alto
3723-BFBGR,0,1.0,0.4696848643145546,Month-to-month,54.8,24,Medio
3724-UCSHY,0,0.0,0.2655588716122059,Month-to-month,19.55,6,Bajo
3727-OWVYD,0,0.0,0.14550606197518356,One year,61.2,35,Bajo
3737-GCSPV,1,1.0,0.6791501446794374,Month-to-month,96.2,11,Medio
3739-YBWAB,0,0.0,0.22962289208245001,One year,35.35,36,Bajo
3740-RLMVT,0,0.0,0.04186537989558503,One year,60.95,67,Bajo
3744-ZRRDZ,1,1.0,0.7775385536862593,Month-to-month,82.35,21,Alto
3745-HRPHI,0,0.0,0.11411019030672553,Two year,54.65,66,Bajo
3748-FVMZZ,0,1.0,0.7750871392891572,Month-to-month,40.05,4,Alto
3751-KTZEL,1,1.0,0.8032998028825605,Month-to-month,35.05,1,Alto
3752-CQSJI,0,0.0,0.26001544615239847,Month-to-month,20.45,13,Bajo
3754-DXMRT,1,1.0,0.7551158840575132,Month-to-month,44.15,2,Alto
3755-JBMNH,1,1.0,0.7796034707146778,Month-to-month,71.8,16,Alto
3763-GCZHZ,1,0.0,0.2807706794652085,One year,104.05,66,Bajo
3765-JXVKY,1,1.0,0.8570632563997164,Month-to-month,74.7,1,Alto
3768-VHXQO,0,0.0,0.028386555121989843,Two year,24.85,67,Bajo
3769-MHZNV,0,0.0,0.07787798015882308,Two year,20.1,33,Bajo
3774-VBNXY,0,0.0,0.022125837764509493,Two year,20.2,64,Bajo
3776-EKTKM,1,1.0,0.8846053079241502,Month-to-month,36.45,1,Alto
3779-OSWCF,0,0.0,0.05829038769978179,Two year,93.2,71,Bajo
3780-DDGSE,0,1.0,0.4124386475820775,Month-to-month,76.05,35,Medio
3780-YVMFA,0,1.0,0.6071222049652248,Month-to-month,68.55,8,Medio
3785-KTYSH,0,0.0,0.05948066441151467,Two year,24.6,53,Bajo
3791-LGQCY,1,1.0,0.6288948196069252,Month-to-month,100.65,56,Medio
3794-NFNCH,0,1.0,0.4156453033546763,Month-to-month,50.0,30,Medio
3795-GWTRD,0,0.0,0.03446176682018942,Two year,75.55,63,Bajo
3797-VTIDR,1,1.0,0.8251524886683392,Month-to-month,23.45,1,Alto
3798-EPWRR,0,1.0,0.6863110311241263,Month-to-month,43.95,2,Medio
3803-KMQFW,1,0.0,0.3006751104070776,Month-to-month,20.55,1,Bajo
3806-DXQOM,1,1.0,0.7333815257249499,Month-to-month,33.65,4,Alto
3807-XHCJH,0,0.0,0.3220399128804293,Month-to-month,20.0,1,Bajo
3808-HFKDE,0,1.0,0.5190866118244553,Month-to-month,44.35,20,Medio
3810-DVDQQ,0,0.0,0.1463798918536071,Two year,117.6,72,Bajo
3814-MLAXC,1,1.0,0.5008891037473344,Month-to-month,79.85,31,Medio
3823-KYNQY,0,0.0,0.18368192330955257,One year,24.95,12,Bajo
3850-OKINF,0,0.0,0.06601731908343123,One year,66.2,71,Bajo
3858-XHYJO,0,1.0,0.42154896710334877,One year,105.75,40,Medio
3865-YIOTT,0,0.0,0.17595520122189245,One year,106.1,72,Bajo
3866-MDTUB,1,1.0,0.7405461617407905,Month-to-month,70.75,2,Alto
3871-IKPYH,1,1.0,0.8529199738432243,Month-to-month,69.1,1,Alto
3873-WOSBC,0,0.0,0.028468463105244757,Two year,25.6,67,Bajo
3886-CERTZ,1,0.0,0.2388796860286101,One year,109.25,72,Bajo
3891-NLXJB,0,0.0,0.23187251452383495,Two year,40.55,37,Bajo
3891-PUQOD,1,1.0,0.654190354645547,Month-to-month,59.2,1,Medio
3904-UKFRE,0,1.0,0.8235963939942836,Month-to-month,80.1,4,Alto
3911-RSNHI,0,0.0,0.14632584685120043,Two year,61.4,71,Bajo
3913-RDSJZ,0,0.0,0.0375862866166784,Two year,25.55,64,Bajo
3923-CSIHK,1,1.0,0.5059980401117012,Month-to-month,71.05,50,Medio
3933-DQPWX,0,0.0,0.13570641303672404,Two year,39.7,50,Bajo
3936-QQFLL,0,1.0,0.35970424428697434,Month-to-month,19.75,2,Bajo
3946-JEWRQ,0,1.0,0.4945790120158372,One year,95.2,47,Medio
3948-XHGNA,1,0.0,0.3469692993081187,Month-to-month,49.55,24,Bajo
3950-VPYJB,0,0.0,0.03008427716704143,One year,59.6,57,Bajo
3957-SQXML,0,0.0,0.07881942119228547,Two year,24.95,34,Bajo
3963-RYFNS,0,0.0,0.18302425459398153,Two year,116.45,72,Bajo
3973-SKMLN,0,0.0,0.02490489671481555,Two year,19.9,71,Bajo
3977-QCRSL,0,0.0,0.322839101498236,Month-to-month,20.15,5,Bajo
3981-QSVQI,0,0.0,0.34947226214484683,Month-to-month,19.7,8,Bajo
3982-DQLUS,0,0.0,0.2833339929320887,Month-to-month,85.75,65,Bajo
3982-XWFZQ,1,1.0,0.36015072522230596,Month-to-month,50.25,42,Bajo
3985-HOYPM,0,0.0,0.10574390958716762,One year,19.4,26,Bajo
3988-RQIXO,1,1.0,0.9327833393958281,Month-to-month,91.3,1,Alto
3999-QGRJH,1,1.0,0.8551363739903792,Month-to-month,69.7,8,Alto
4009-ALQFH,1,1.0,0.8133265579107646,Month-to-month,99.5,25,Alto
4011-ARPHK,0,0.0,0.2752295760272456,Month-to-month,50.35,27,Bajo
4013-TLDHQ,1,1.0,0.7575401363239709,Month-to-month,78.25,19,Alto
4020-KIUDI,0,0.0,0.22904388328330894,Month-to-month,19.85,6,Bajo
4021-RQSNY,1,1.0,0.8648397902501088,Month-to-month,98.5,29,Alto
4056-QHXHZ,0,0.0,0.11911203941348258,Two year,107.45,72,Bajo
4061-UKJWL,0,1.0,0.6019144155259559,Month-to-month,45.45,3,Medio
4070-OKWVH,0,1.0,0.45539622957996795,Month-to-month,94.6,52,Medio
4075-JFPGR,0,0.0,0.3080513015143014,One year,93.5,51,Bajo
4077-HWUYD,0,0.0,0.06556248998773917,Two year,87.55,72,Bajo
4078-SAYYN,1,1.0,0.9053304925951756,Month-to-month,100.75,11,Alto
4079-ULGFR,0,0.0,0.23629319765830525,Month-to-month,20.0,16,Bajo
4079-WWQQQ,0,0.0,0.11314551814066343,Two year,65.55,72,Bajo
4080-IIARD,0,1.0,0.5198468087104356,Month-to-month,76.2,13,Medio
4086-WITJG,0,0.0,0.0140998677618428,Two year,19.7,71,Bajo
4091-TVOCN,0,0.0,0.16413918494837598,One year,78.75,48,Bajo
4102-HLENU,0,0.0,0.07007951542415813,Two year,65.65,67,Bajo
4104-PVRPS,0,0.0,0.21354309005269623,Month-to-month,53.6,24,Bajo
4110-PFEUZ,1,1.0,0.7959414699984919,Month-to-month,69.55,1,Alto
4112-LUEIZ,1,1.0,0.8853404141869695,Month-to-month,89.5,10,Alto
4114-QMKVN,0,0.0,0.07571020666913952,One year,68.75,56,Bajo
4115-BNPJY,0,0.0,0.2630286923540083,Two year,75.55,29,Bajo
4123-FCVCB,0,1.0,0.5355404079455035,One year,75.85,12,Medio
4128-ETESU,0,1.0,0.6858642458809745,Month-to-month,99.7,47,Medio
4132-KALRO,0,1.0,0.8711815633422372,Month-to-month,100.85,4,Alto
4134-BSXLX,0,0.0,0.19065698158760713,Month-to-month,60.9,28,Bajo
4137-JOPHL,0,0.0,0.3065324845771671,Two year,89.7,50,Bajo
4139-SUGLD,1,0.0,0.20113531208802438,Month-to-month,35.4,31,Bajo
4140-MUHUG,1,1.0,0.9063729701703105,Month-to-month,86.85,3,Alto
4154-AQUGT,1,1.0,0.7790245932481357,Month-to-month,89.05,13,Alto
4163-NCJAK,0,0.0,0.07289073972236637,One year,24.45,46,Bajo
4174-LPGTI,1,0.0,0.12625415179063204,One year,66.5,41,Bajo
4177-JPDFU,0,1.0,0.5506101099346519,Month-to-month,34.0,12,Medio
4182-BGSIQ,0,0.0,0.26612842398343095,Month-to-month,19.8,10,Bajo
4189-NAKJS,0,0.0,0.32486147906772034,One year,51.55,26,Bajo
4195-NZGTA,0,1.0,0.76569239080715,Month-to-month,25.25,1,Alto
4198-VFOEA,0,1.0,0.38393281346159713,One year,33.6,12,Bajo
4201-JMNGR,1,1.0,0.6872881023420542,Month-to-month,55.8,1,Medio
4208-UFFGW,1,1.0,0.6721178317086842,Month-to-month,44.95,2,Medio
4223-BKEOR,0,0.0,0.2292218986857043,One year,64.85,21,Bajo
4228-ZGYUW,1,1.0,0.9063851105169889,Month-to-month,90.05,4,Alto
4229-CZMLL,1,1.0,0.8632722886975488,Month-to-month,74.9,6,Alto
4237-CLSMM,0,1.0,0.36374703065898495,Month-to-month,20.0,2,Bajo
4238-HFHSN,0,1.0,0.47312483035965436,Month-to-month,82.15,61,Medio
4238-JSSWH,0,1.0,0.7425599537517449,Month-to-month,102.05,35,Alto
4248-QPAVC,1,1.0,0.7507888422000335,Month-to-month,85.35,17,Alto
4250-FDVOU,1,1.0,0.49789072496208286,Month-to-month,56.25,6,Medio
4250-ZBWLV,1,0.0,0.21433277748828417,One year,108.45,68,Bajo
4254-QPEDE,0,0.0,0.15928812526795055,Two year,66.25,52,Bajo
4255-DDUOU,1,1.0,0.3690507367454091,Month-to-month,20.5,1,Bajo
4256-ZWTZI,0,1.0,0.4565436104726419,Month-to-month,51.0,5,Medio
4274-DRSQT,0,0.0,0.25958440333103916,One year,88.9,66,Bajo
4274-OWWYO,1,1.0,0.861540462432377,Month-to-month,74.35,1,Alto
4277-BWBML,0,0.0,0.014881680183079227,Two year,19.95,72,Bajo
4277-PVRAN,1,1.0,0.8279845331947574,Month-to-month,80.1,8,Alto
4282-MSACW,0,0.0,0.16003235081394585,One year,117.2,68,Bajo
4290-BSXUX,1,1.0,0.7864132848431157,Month-to-month,79.65,3,Alto
4291-HYEBC,0,1.0,0.5391481436557066,One year,39.1,28,Medio
4291-TPNFG,0,0.0,0.06404609038131881,Two year,82.3,72,Bajo
4295-YURET,0,0.0,0.09805006685026385,Two year,72.6,56,Bajo
4298-OYIFC,0,1.0,0.8419125737185944,Month-to-month,103.45,15,Alto
4299-OPXEJ,0,0.0,0.04895353852311224,Two year,19.55,56,Bajo
4302-ZYFEL,0,0.0,0.015923111813100133,One year,20.55,69,Bajo
4304-TSPVK,0,0.0,0.1661790955000636,Two year,114.9,68,Bajo
4304-XUMGI,0,0.0,0.20929894708415064,Two year,75.15,50,Bajo
4310-KEDTB,0,1.0,0.5236846994630692,Month-to-month,29.8,26,Medio
4318-RAJVY,0,0.0,0.2341066384703926,One year,19.8,10,Bajo
4329-YPDDQ,0,1.0,0.658607696700154,Month-to-month,108.2,20,Medio
4334-HOWRP,0,0.0,0.1321135638776253,Two year,64.95,72,Bajo
4335-BSMJS,0,0.0,0.044438122976916516,Two year,25.8,62,Bajo
4342-HENTK,1,1.0,0.8790496696591843,Month-to-month,70.65,2,Alto
4351-QLCSU,1,1.0,0.7029798489289272,Month-to-month,55.0,1,Alto
4353-HYOJD,0,0.0,0.29573194651937973,Month-to-month,49.85,27,Bajo
4360-QRAVE,0,1.0,0.5080225619591702,Month-to-month,36.65,37,Medio
4367-NUYAO,0,0.0,0.3119675772331868,Two year,25.75,0,Bajo
4378-BZYFP,0,0.0,0.19030173608220735,One year,20.5,17,Bajo
4381-MHQDC,0,0.0,0.12102443819958109,Two year,65.0,47,Bajo
4389-UEFCZ,0,0.0,0.30360999925564247,Two year,105.5,72,Bajo
4391-LNRXK,0,1.0,0.6593675456392657,Month-to-month,94.95,22,Medio
4391-RESHN,1,1.0,0.7746856219956296,Month-to-month,104.05,23,Alto
4393-RYCRE,0,1.0,0.45473582863422135,One year,106.05,44,Medio
4402-FTBXC,0,0.0,0.3071744575038916,Month-to-month,89.8,54,Bajo
4423-JWZJN,0,0.0,0.1729157273290538,One year,90.25,64,Bajo
4423-YLHDV,1,1.0,0.7856993645939805,Month-to-month,104.4,21,Alto
4424-TKOPW,1,1.0,0.9468107421435068,Month-to-month,93.85,2,Alto
4429-WYGFR,0,0.0,0.24488205436164723,Month-to-month,49.15,26,Bajo
4430-UZIPO,1,1.0,0.7068176907094543,Month-to-month,36.85,3,Alto
4445-KWOKW,0,0.0,0.1567998581293173,One year,60.15,42,Bajo
4450-DLLMH,0,1.0,0.8119340912632884,Month-to-month,71.3,2,Alto
4452-QIIEB,0,1.0,0.5621614385907616,Month-to-month,43.9,7,Medio
4459-BBGHE,0,1.0,0.6535038249367464,Month-to-month,44.5,30,Medio
4464-JCOLN,1,0.0,0.1995788108098817,One year,19.85,2,Bajo
4471-KXAUH,1,1.0,0.4800034265089068,Month-to-month,84.3,42,Medio
4472-VESGY,0,0.0,0.306634336657571,Month-to-month,98.15,52,Bajo
4484-GLZOU,1,1.0,0.6590480399886275,Month-to-month,105.05,52,Medio
4486-EFAEB,0,0.0,0.3451525912250648,Month-to-month,20.4,13,Bajo
4487-ZYJZK,0,0.0,0.04114597937907505,One year,19.6,38,Bajo
4488-KQFDT,0,1.0,0.43484777089697546,One year,103.95,61,Medio
4510-HIMLV,1,1.0,0.8583787366710671,Month-to-month,69.8,1,Alto
4514-GFCFI,1,1.0,0.8753403074385229,Month-to-month,84.75,16,Alto
4518-FZBSX,0,0.0,0.04359111381151404,One year,20.25,42,Bajo
4521-YEEHE,0,1.0,0.7583525405144731,Month-to-month,88.85,18,Alto
4526-RMTLL,0,1.0,0.37766340777809615,Two year,76.15,8,Bajo
4526-ZJJTM,0,1.0,0.7229912910995456,Month-to-month,88.4,25,Alto
4541-RMRLG,1,0.0,0.33399699057632914,Month-to-month,19.25,7,Bajo
4544-RXFMG,0,1.0,0.42699731013582687,One year,43.45,8,Medio
4547-FZJWE,0,0.0,0.05673217831809674,One year,59.45,55,Bajo
4549-ZDQYY,0,0.0,0.03892708419696156,One year,57.95,52,Bajo
4550-EVXNY,1,1.0,0.8140582280002738,Month-to-month,69.65,1,Alto
4560-WQAQW,0,0.0,0.054005691277930756,One year,68.7,59,Bajo
4570-QHXHL,0,1.0,0.631215673203545,Month-to-month,43.75,9,Medio
4572-DVCGN,1,1.0,0.8208515790212169,Month-to-month,80.25,10,Alto
4585-HETAI,1,1.0,0.8052861403960002,Month-to-month,73.75,4,Alto
4587-NUKOX,1,1.0,0.790488269332127,Month-to-month,79.1,3,Alto
4612-SSVHJ,0,1.0,0.8274134507298685,Month-to-month,81.45,20,Alto
4612-THJBS,1,1.0,0.4979042086370101,One year,104.75,56,Medio
4615-PIVVU,0,0.0,0.13930409626212947,Two year,66.5,42,Bajo
4619-EVPHY,0,1.0,0.7582276753500143,One year,91.0,20,Alto
4631-OACRM,1,1.0,0.8594997310731448,Month-to-month,79.4,15,Alto
4632-XJMEX,0,0.0,0.028524731530660374,One year,62.85,53,Bajo
4636-JGAAI,0,1.0,0.6607014143434347,Month-to-month,88.85,34,Medio
4636-QRJKY,1,1.0,0.7405038794039605,Month-to-month,80.5,6,Alto
4640-UHDOS,1,1.0,0.5269977324783293,Month-to-month,55.95,13,Medio
4648-YPBTM,0,0.0,0.1761775799384897,Two year,73.9,53,Bajo
4652-ODEVH,0,0.0,0.06339513378195305,Two year,24.45,45,Bajo
4654-GGUII,0,0.0,0.33096000963837136,One year,40.2,18,Bajo
4654-ULTTN,0,0.0,0.061319748866173085,Two year,74.8,70,Bajo
4657-FWVFY,0,1.0,0.5552995486482188,Month-to-month,96.35,40,Medio
4660-IRIBM,0,1.0,0.6666232543361732,Month-to-month,87.9,18,Medio
4661-NJEUX,0,1.0,0.4433779212508675,Month-to-month,20.05,1,Medio
4667-OHGKG,1,1.0,0.44395333835656725,Month-to-month,19.3,1,Medio
4680-KUTAJ,0,1.0,0.6395568781063617,Month-to-month,55.6,11,Medio
4686-GEFRM,0,0.0,0.21735885283139844,Two year,98.7,70,Bajo
4686-UXDML,0,1.0,0.8235012579646397,Month-to-month,99.85,21,Alto
4690-PKDQG,0,1.0,0.727898816946955,Month-to-month,95.55,42,Alto
4693-VWVBO,0,1.0,0.36437505083321864,Month-to-month,19.55,3,Bajo
4694-PHWFW,0,0.0,0.23911758246265824,Month-to-month,19.95,8,Bajo
4695-VADHF,1,1.0,0.4977406651122901,Month-to-month,57.45,18,Medio
4701-AHWMW,1,0.0,0.3261197371437907,Month-to-month,54.55,55,Bajo
4702-HDRKD,0,0.0,0.07625138693785027,One year,49.35,67,Bajo
4704-ERYFC,1,1.0,0.7155098559647961,Month-to-month,69.25,22,Alto
4710-NKCAW,0,0.0,0.3249510110749664,Month-to-month,64.4,5,Bajo
4712-AUQZO,0,1.0,0.5176786173052685,Month-to-month,33.6,18,Medio
4712-UYOOI,0,0.0,0.17496985534961285,Month-to-month,20.0,20,Bajo
4713-ZBURT,0,1.0,0.4661234804426233,Two year,99.7,45,Medio
4716-MRVEN,0,0.0,0.091136620791202,One year,20.0,29,Bajo
4719-UMSIY,0,0.0,0.26182666040113256,Month-to-month,19.65,6,Bajo
4720-VSTSI,1,1.0,0.5339067259696162,Month-to-month,84.8,44,Medio
4726-DLWQN,0,0.0,0.2942693140487752,Month-to-month,70.35,50,Bajo
4727-MCYZG,0,1.0,0.6935625028977437,Month-to-month,55.55,1,Medio
4737-HOBAX,0,0.0,0.11188591710659124,Two year,79.8,63,Bajo
4741-WWJQZ,0,1.0,0.70559689796008,Month-to-month,80.15,2,Alto
4745-LSPLO,1,1.0,0.3690018796894785,Month-to-month,20.5,1,Bajo
4747-LCAQL,0,1.0,0.3986135289691157,Month-to-month,79.0,25,Bajo
4753-PADAS,0,0.0,0.33342217528010876,One year,105.7,67,Bajo
4770-QAZXN,0,0.0,0.21832977727172642,Month-to-month,19.45,13,Bajo
4776-XSKYQ,0,0.0,0.2950049726128706,One year,30.25,12,Bajo
4785-FCIFB,0,0.0,0.04236844958776609,Two year,24.4,61,Bajo
4785-NKHCX,0,1.0,0.36776349244639606,Month-to-month,20.05,5,Bajo
4786-UKSNZ,1,1.0,0.36921903017314595,Month-to-month,20.2,1,Bajo
4795-KTRTH,1,1.0,0.8954875539679223,Month-to-month,81.0,5,Alto
4795-UXVCJ,0,0.0,0.08834977426046475,One year,19.8,26,Bajo
4800-CZMPC,1,0.0,0.3250328172056344,One year,103.25,48,Bajo
4801-JZAZL,0,1.0,0.6028154786284583,Month-to-month,29.6,11,Medio
4801-KFYKL,0,0.0,0.2282390879422297,Month-to-month,19.45,8,Bajo
4804-NCPET,0,0.0,0.13687972919411107,Two year,20.2,19,Bajo
4808-YNLEU,0,0.0,0.2046056361456211,One year,62.15,35,Bajo
4811-JBUVU,0,1.0,0.6012653009385385,Month-to-month,89.9,30,Medio
4813-HQMGZ,0,1.0,0.8291383453722773,Month-to-month,90.25,8,Alto
4815-GBTCD,0,1.0,0.7995389418539876,Month-to-month,25.15,4,Alto
4816-OKWNX,0,0.0,0.2725920173385503,One year,103.4,50,Bajo
4817-VYYWS,1,1.0,0.8134008435453354,Month-to-month,100.2,30,Alto
4818-QIUFN,1,1.0,0.752607491476067,Month-to-month,79.15,20,Alto
4821-SJHJV,0,1.0,0.5196148738686465,Month-to-month,89.6,32,Medio
4822-LPTYJ,0,1.0,0.35858974376281805,Two year,103.75,72,Bajo
4822-NGOCH,1,1.0,0.8308494159508383,Month-to-month,84.45,13,Alto
4825-XJGDM,0,0.0,0.049504433074455845,One year,43.7,61,Bajo
4826-DXMUP,0,0.0,0.21307120542254399,One year,72.1,35,Bajo
4827-LTQRJ,0,0.0,0.15721740501403136,One year,110.6,66,Bajo
4828-FAZPK,0,1.0,0.702058007956501,Month-to-month,79.95,16,Alto
4830-FAXFM,0,0.0,0.22662308046927448,Month-to-month,24.1,19,Bajo
4833-QTJNO,0,0.0,0.22716313498767926,Month-to-month,83.85,67,Bajo
4844-JJWUY,1,1.0,0.9143992722937957,Month-to-month,86.0,1,Alto
4849-PYRLQ,0,0.0,0.1036243405562074,Two year,73.25,56,Bajo
4851-BQDNX,0,1.0,0.4330409279905504,One year,85.05,40,Medio
4854-CIDCF,0,1.0,0.8434396388532029,Month-to-month,73.85,3,Alto
4860-IJUDE,0,1.0,0.6536466199252156,Month-to-month,73.75,13,Medio
4868-AADLV,0,0.0,0.21586324950789915,One year,116.25,66,Bajo
4871-JTKJF,1,1.0,0.8836719065259683,Month-to-month,69.65,1,Alto
4872-JCVCA,0,0.0,0.06386560534581098,Two year,47.6,71,Bajo
4877-EVATK,1,1.0,0.36936382659530853,Month-to-month,20.0,1,Bajo
4879-GZLFH,0,1.0,0.6205293414610624,Month-to-month,92.15,42,Medio
4883-KCPZJ,0,0.0,0.12428617408393072,Two year,25.25,22,Bajo
4884-LEVMQ,0,0.0,0.10047069213646453,Two year,20.45,39,Bajo
4892-VLANZ,1,1.0,0.36950864653796356,Month-to-month,19.8,1,Bajo
4895-TMWIR,1,0.0,0.33626112901063576,Month-to-month,19.95,11,Bajo
4922-CVPDX,0,1.0,0.49430318697469,Two year,73.5,26,Medio
4925-LMHOK,1,1.0,0.45529026424617103,Month-to-month,58.6,15,Medio
4927-WWOOZ,0,1.0,0.9130661348681566,Month-to-month,91.45,2,Alto
4933-IKULF,0,0.0,0.1777344720389109,One year,20.65,17,Bajo
4936-YPJNK,0,0.0,0.3440827326057134,Month-to-month,19.9,10,Bajo
4951-UKAAQ,1,1.0,0.9035612755595648,Month-to-month,88.95,4,Alto
4952-YSOGZ,1,1.0,0.873873408068709,Month-to-month,85.95,4,Alto
4955-VCWBI,0,0.0,0.04040861263287854,One year,20.0,43,Bajo
4958-GZWIY,1,1.0,0.5306683208295948,Month-to-month,48.7,7,Medio
4959-JOSRX,1,1.0,0.6345039400066963,Month-to-month,44.6,2,Medio
4973-MGTON,0,0.0,0.06166119340005727,Two year,84.4,71,Bajo
4979-HPRFL,0,0.0,0.03716394356276298,Two year,24.15,56,Bajo
4983-CCWMC,0,1.0,0.8350979534293118,Month-to-month,69.6,3,Alto
4987-GQWPO,0,1.0,0.5617347400497912,Month-to-month,25.1,17,Medio
4994-OBRSZ,0,0.0,0.23578655594267806,Two year,76.1,14,Bajo
5002-GCQFH,0,1.0,0.4651780934214058,Month-to-month,93.85,49,Medio
5003-XZWWO,0,0.0,0.08591155745552792,Two year,84.2,71,Bajo
5013-SBUIH,1,1.0,0.38753116183252856,Two year,109.65,50,Bajo
5016-ETTFF,1,1.0,0.6873485520150963,Month-to-month,29.5,10,Medio
5016-IBERQ,0,1.0,0.7176814313295513,Month-to-month,84.25,23,Alto
5018-LXQQG,0,0.0,0.16005546918526548,Month-to-month,66.3,30,Bajo
5028-GZLDO,1,1.0,0.7606814321434243,Month-to-month,70.7,2,Alto
5038-ETMLM,0,0.0,0.18779248206822352,Two year,113.65,72,Bajo
5044-LRQAQ,0,1.0,0.7929870134521235,Month-to-month,69.2,7,Alto
5046-NUHWD,0,1.0,0.6411936275157457,Month-to-month,45.0,29,Medio
5057-LCOUI,1,1.0,0.6364980383126075,Month-to-month,50.75,39,Medio
5057-RKGLH,0,0.0,0.18952376445933183,Two year,20.35,9,Bajo
5067-XJQFU,0,0.0,0.2853163278423443,One year,108.45,66,Bajo
5074-FBGHB,0,0.0,0.2406112222035186,One year,104.65,64,Bajo
5084-OOVCJ,0,0.0,0.2257104943032412,Month-to-month,55.35,17,Bajo
5087-SUURX,1,1.0,0.7560860856233289,Month-to-month,39.05,18,Alto
5088-QZLRL,0,1.0,0.3919781297550293,Month-to-month,20.65,1,Bajo
5091-HFAZW,0,1.0,0.8388346643377802,Month-to-month,91.15,2,Alto
5092-STPKP,0,0.0,0.17353452453092022,Month-to-month,56.35,24,Bajo
5095-AESKG,1,1.0,0.8801566247765253,Month-to-month,91.5,3,Alto
5099-BAILX,1,1.0,0.5853645081025927,Month-to-month,110.75,43,Medio
5103-MHMHY,1,1.0,0.5422948596522642,Month-to-month,45.95,1,Medio
5117-ZSMHQ,0,0.0,0.04888901980179039,Two year,89.9,71,Bajo
5118-MUEYH,0,1.0,0.49820916154252237,Month-to-month,105.1,48,Medio
5119-KEPFY,0,1.0,0.7428048044527331,Month-to-month,95.0,36,Alto
5126-RCXYW,0,0.0,0.12403281114158315,Two year,46.0,54,Bajo
5129-HHMZC,0,0.0,0.15518826814707531,Two year,86.45,43,Bajo
5130-YPIRV,0,0.0,0.09775617511951562,Two year,72.0,62,Bajo
5135-RDDQL,0,0.0,0.055349129869018854,Two year,50.65,63,Bajo
5136-GFPMB,0,1.0,0.4156464258481104,Month-to-month,89.4,54,Medio
5136-KCKGI,1,1.0,0.5216500995229865,One year,103.7,33,Medio
5138-WVKYJ,1,1.0,0.8327289637638742,Month-to-month,98.55,10,Alto
5143-EGQFK,1,1.0,0.7087441136664996,Month-to-month,29.65,10,Alto
5144-TVGLP,0,1.0,0.7525446462510187,Month-to-month,94.75,38,Alto
5150-ITWWB,0,1.0,0.9446314530715421,Month-to-month,94.85,3,Alto
5153-LXKDT,0,0.0,0.2914384540214402,Two year,110.2,68,Bajo
5153-RTHKF,0,1.0,0.655921474169179,Month-to-month,85.35,34,Medio
5160-UXJED,0,0.0,0.26859445571242435,One year,44.6,17,Bajo
5167-GBFRE,1,1.0,0.8124914455471308,Month-to-month,25.2,4,Alto
5171-EPLKN,0,0.0,0.10845981929341963,Two year,19.85,27,Bajo
5172-RKOCB,0,0.0,0.17084539799216436,Two year,108.95,72,Bajo
5174-RNGBH,1,1.0,0.48897271732650804,Month-to-month,66.25,9,Medio
5176-LDKUH,0,0.0,0.27260533864255887,One year,75.15,48,Bajo
5176-LMJXE,0,0.0,0.07667008173951007,Two year,20.55,47,Bajo
